game_date,Home Team,Away Team,Period,Clock,Home Team Skaters,Away Team Skaters,Home Team Goals,Away Team Goals,Team,Player,Event,X Coordinate,Y Coordinate,Detail 1,Detail 2,Detail 3,Detail 4,Player 2,X Coordinate 2,Y Coordinate 2
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,14:23,5,5,0,0,Minnesota Whitecaps,Maddie Rowe,Puck Recovery,29,80,,,,,,,
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,14:23,5,5,0,0,Minnesota Whitecaps,Maddie Rowe,Play,30,80,Direct,,,,Haylea Schmid,60,77
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,14:20,5,5,0,0,Minnesota Whitecaps,Haylea Schmid,Play,79,77,Direct,,,,Lynn Astrup,90,46
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,14:17,5,5,0,0,Minnesota Whitecaps,Lynn Astrup,Dump In/Out,114,5,Lost,,,,,,
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,14:17,5,5,0,0,Minnesota Whitecaps,Lynn Astrup,Zone Entry,114,5,Dumped,,,,Sammy Kolowrat,,
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,14:13,5,5,0,0,Metropolitan Riveters,Kiira Dosdall,Puck Recovery,2,36,,,,,,,
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,14:13,5,5,0,0,Metropolitan Riveters,Kiira Dosdall,Play,2,36,Indirect,,,,Sammy Kolowrat,3,46
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,14:10,5,5,0,0,Minnesota Whitecaps,Nina Rodgers,Takeaway,198,38,,,,,,,
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,14:09,5,5,0,0,Minnesota Whitecaps,Nina Rodgers,Shot,186,37,Wrap Around,On Net,f,f,,,
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,14:08,5,5,0,0,Minnesota Whitecaps,Haylea Schmid,Puck Recovery,181,45,,,,,,,
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,14:08,5,5,0,0,Minnesota Whitecaps,Haylea Schmid,Shot,181,45,Snapshot,Blocked,f,f,,,
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,14:06,5,5,0,0,Minnesota Whitecaps,Haylea Schmid,Puck Recovery,181,47,,,,,,,
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,14:06,5,5,0,0,Minnesota Whitecaps,Haylea Schmid,Shot,181,47,Snapshot,Missed,t,f,,,
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,14:04,5,5,0,0,Metropolitan Riveters,Kate Leary,Puck Recovery,23,30,,,,,,,
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,14:04,5,5,0,0,Metropolitan Riveters,Kate Leary,Play,23,30,Indirect,,,,Cailey Hutchison,14,9
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,14:00,5,5,0,0,Minnesota Whitecaps,Maddie Rowe,Puck Recovery,133,82,,,,,,,
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,14:00,5,5,0,0,Minnesota Whitecaps,Maddie Rowe,Shot,133,82,Slapshot,On Net,f,f,,,
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,13:58,5,5,0,0,Metropolitan Riveters,Kendall Cornine,Faceoff Win,31,21,Forehand,,,,Stephanie Anderson,,
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,13:57,5,5,0,0,Metropolitan Riveters,Saroya Tinker,Puck Recovery,25,10,,,,,,,
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,13:57,5,5,0,0,Metropolitan Riveters,Saroya Tinker,Play,17,12,Indirect,,,,Jayne Lewis,41,84
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,13:55,5,5,0,0,Metropolitan Riveters,Jayne Lewis,Dump In/Out,41,84,Lost,,,,,,
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,13:54,5,5,0,0,Minnesota Whitecaps,Sydney Baldwin,Puck Recovery,99,2,,,,,,,
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,13:53,5,5,0,0,Minnesota Whitecaps,Sydney Baldwin,Play,88,2,Direct,,,,Maddie Rowe,68,45
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,13:50,5,5,0,0,Minnesota Whitecaps,Maddie Rowe,Play,59,81,Direct,,,,Meghan Lorence,110,82
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,13:49,5,5,0,0,Minnesota Whitecaps,Meghan Lorence,Dump In/Out,110,82,Lost,,,,,,
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,13:49,5,5,0,0,Minnesota Whitecaps,Meghan Lorence,Zone Entry,110,82,Dumped,,,,Saroya Tinker,,
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,13:45,5,5,0,0,Metropolitan Riveters,Allie Olnowich,Puck Recovery,10,67,,,,,,,
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,13:45,5,5,0,0,Metropolitan Riveters,Allie Olnowich,Incomplete Play,10,67,Indirect,,,,Jayne Lewis,40,84
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,13:42,5,5,0,0,Minnesota Whitecaps,Sydney Baldwin,Puck Recovery,114,2,,,,,,,
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,13:42,5,5,0,0,Minnesota Whitecaps,Sydney Baldwin,Play,112,3,Direct,,,,Maddie Rowe,83,49
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,13:38,5,5,0,0,Minnesota Whitecaps,Maddie Rowe,Zone Entry,124,74,Carried,,,,Saroya Tinker,,
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,13:36,5,5,0,0,Minnesota Whitecaps,Maddie Rowe,Play,136,82,Direct,,,,Haley Mack,152,82
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,13:32,5,5,0,0,Metropolitan Riveters,Brooke Avery,Puck Recovery,40,9,,,,,,,
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,13:32,5,5,0,0,Metropolitan Riveters,Brooke Avery,Play,38,9,Direct,,,,Saroya Tinker,29,12
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,13:28,5,5,0,0,Metropolitan Riveters,Saroya Tinker,Play,3,37,Indirect,,,,Jayne Lewis,50,84
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,13:24,5,5,0,0,Metropolitan Riveters,Jayne Lewis,Incomplete Play,53,81,Indirect,,,,Kendall Cornine,80,81
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,13:23,5,5,0,0,Minnesota Whitecaps,Sydney Baldwin,Puck Recovery,107,4,,,,,,,
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,13:20,5,5,0,0,Minnesota Whitecaps,Sydney Baldwin,Zone Entry,125,54,Carried,,,,Saroya Tinker,,
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,13:19,5,5,0,0,Minnesota Whitecaps,Sydney Baldwin,Shot,135,55,Wristshot,On Net,f,f,,,
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,13:17,5,5,0,0,Metropolitan Riveters,Cailey Hutchison,Faceoff Win,31,21,Backhand,,,,Jonna Curtis,,
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,13:15,5,5,0,0,Metropolitan Riveters,Sammy Kolowrat,Puck Recovery,3,23,,,,,,,
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,13:15,5,5,0,0,Metropolitan Riveters,Sammy Kolowrat,Play,3,23,Indirect,,,,Paige Voight,48,84
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,13:13,5,5,0,0,Metropolitan Riveters,Paige Voight,Incomplete Play,48,84,Indirect,,,,Theresa Knutson,80,68
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,13:13,5,5,0,0,Minnesota Whitecaps,Emma Stauber,Takeaway,135,1,,,,,,,
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,13:12,5,5,0,0,Minnesota Whitecaps,Emma Stauber,Incomplete Play,130,5,Direct,,,,Meaghan Pezon,175,19
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,13:11,5,5,0,0,Metropolitan Riveters,Kiira Dosdall,Takeaway,53,74,,,,,,,
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,13:10,5,5,0,0,Metropolitan Riveters,Kiira Dosdall,Play,53,69,Direct,,,,Paige Voight,65,70
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,13:09,5,5,0,0,Metropolitan Riveters,Sammy Kolowrat,Puck Recovery,65,53,,,,,,,
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,13:09,5,5,0,0,Metropolitan Riveters,Sammy Kolowrat,Play,65,53,Direct,,,,Paige Voight,82,41
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,13:05,5,5,0,0,Metropolitan Riveters,Paige Voight,Zone Entry,125,35,Carried,,,,Chelsey Brodt-Rosenthal,,
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,13:03,5,5,0,0,Metropolitan Riveters,Paige Voight,Play,153,14,Indirect,,,,Cailey Hutchison,175,83
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,13:00,5,5,0,0,Metropolitan Riveters,Cailey Hutchison,Play,175,83,Indirect,,,,Kiira Dosdall,137,83
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,12:59,5,5,0,0,Metropolitan Riveters,Kiira Dosdall,Shot,137,83,Slapshot,On Net,t,f,,,
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,12:56,5,5,0,0,Metropolitan Riveters,Paige Voight,Puck Recovery,197,30,,,,,,,
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,12:56,5,5,0,0,Metropolitan Riveters,Paige Voight,Play,197,30,Indirect,,,,Theresa Knutson,196,55
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,12:51,5,5,0,0,Metropolitan Riveters,Theresa Knutson,Play,197,44,Indirect,,,,Cailey Hutchison,197,55
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,12:50,5,5,0,0,Metropolitan Riveters,Cailey Hutchison,Play,197,60,Indirect,,,,Kiira Dosdall,136,71
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,12:49,5,5,0,0,Metropolitan Riveters,Kiira Dosdall,Play,136,71,Indirect,,,,Theresa Knutson,199,36
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,12:41,5,5,0,0,Minnesota Whitecaps,Allie Thunstrom,Puck Recovery,26,57,,,,,,,
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,12:39,5,5,0,0,Minnesota Whitecaps,Allie Thunstrom,Dump In/Out,56,82,Lost,,,,,,
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,12:35,5,5,0,0,Metropolitan Riveters,Kiira Dosdall,Puck Recovery,67,82,,,,,,,
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,12:35,5,5,0,0,Metropolitan Riveters,Kiira Dosdall,Play,67,82,Indirect,,,,Cailey Hutchison,111,82
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,12:34,5,5,0,0,Metropolitan Riveters,Cailey Hutchison,Dump In/Out,113,82,Lost,,,,,,
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,12:31,5,5,0,0,Minnesota Whitecaps,Amanda Leveille,Puck Recovery,1,42,,,,,,,
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,12:31,5,5,0,0,Minnesota Whitecaps,Amanda Leveille,Play,1,42,Direct,,,,Winny Brodt-Brown,1,42
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,12:28,5,5,0,0,Minnesota Whitecaps,Winny Brodt-Brown,Play,18,24,Direct,,,,Jonna Curtis,89,1
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,12:25,5,5,0,0,Minnesota Whitecaps,Jonna Curtis,Play,94,16,Direct,,,,Allie Thunstrom,124,60
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,12:24,5,5,0,0,Minnesota Whitecaps,Allie Thunstrom,Zone Entry,124,60,Carried,,,,Rebecca Morse,,
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,12:19,5,5,0,0,Minnesota Whitecaps,Allie Thunstrom,Play,198,57,Indirect,,,,Haylea Schmid,196,64
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,12:17,5,5,0,0,Minnesota Whitecaps,Haylea Schmid,Play,195,66,Indirect,,,,Allie Thunstrom,198,51
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,12:16,5,5,0,0,Minnesota Whitecaps,Allie Thunstrom,Incomplete Play,198,51,Direct,,,,Jonna Curtis,172,54
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,12:15,5,5,0,0,Minnesota Whitecaps,Allie Thunstrom,Puck Recovery,195,42,,,,,,,
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,12:14,5,5,0,0,Minnesota Whitecaps,Allie Thunstrom,Play,197,38,Indirect,,,,Haylea Schmid,184,79
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,12:09,5,5,0,0,Minnesota Whitecaps,Haylea Schmid,Incomplete Play,155,49,Direct,,,,Jonna Curtis,177,49
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,12:09,5,5,0,0,Metropolitan Riveters,Rebecca Morse,Takeaway,33,34,,,,,,,
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,12:05,5,5,0,0,Minnesota Whitecaps,Jonna Curtis,Takeaway,128,46,,,,,,,
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,12:02,5,5,0,0,Minnesota Whitecaps,Haylea Schmid,Puck Recovery,132,49,,,,,,,
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,12:01,5,5,0,0,Minnesota Whitecaps,Haylea Schmid,Incomplete Play,148,40,Direct,,,,Allie Thunstrom,180,49
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,11:59,5,5,0,0,Metropolitan Riveters,Rebecca Morse,Puck Recovery,4,23,,,,,,,
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,11:56,5,5,0,0,Metropolitan Riveters,Rebecca Morse,Incomplete Play,35,4,Direct,,,,Kelly Babstock,81,4
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,11:55,5,5,0,0,Minnesota Whitecaps,Sara Bustad,Puck Recovery,101,59,,,,,,,
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,11:53,5,5,0,0,Minnesota Whitecaps,Sara Bustad,Incomplete Play,72,72,Indirect,,,,Haylea Schmid,103,77
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,11:50,5,5,0,0,Metropolitan Riveters,Rebecca Morse,Puck Recovery,80,2,,,,,,,
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,11:50,5,5,0,0,Metropolitan Riveters,Rebecca Morse,Play,80,2,Direct,,,,Kelly Babstock,106,7
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,11:46,5,5,0,0,Metropolitan Riveters,Allie Olnowich,Puck Recovery,80,16,,,,,,,
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,11:42,5,5,0,0,Metropolitan Riveters,Allie Olnowich,Zone Entry,126,80,Carried,,,,Winny Brodt-Brown,,
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,11:41,5,5,0,0,Metropolitan Riveters,Allie Olnowich,Shot,149,83,Snapshot,On Net,f,f,,,
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,11:38,5,5,0,0,Metropolitan Riveters,Kendall Cornine,Faceoff Win,169,65,Backhand,,,,Nina Rodgers,,
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,11:37,5,5,0,0,Metropolitan Riveters,Kate Leary,Puck Recovery,160,70,,,,,,,
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,11:36,5,5,0,0,Metropolitan Riveters,Kate Leary,Shot,150,65,Wristshot,Blocked,t,f,,,
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,11:35,5,5,0,0,Minnesota Whitecaps,Maddie Rowe,Puck Recovery,26,40,,,,,,,
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,11:33,5,5,0,0,Minnesota Whitecaps,Maddie Rowe,Incomplete Play,37,71,Indirect,,,,Audra Richards,102,80
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,11:30,5,5,0,0,Metropolitan Riveters,Saroya Tinker,Puck Recovery,70,11,,,,,,,
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,11:27,5,5,0,0,Minnesota Whitecaps,Nina Rodgers,Takeaway,150,83,,,,,,,
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,11:25,5,5,0,0,Metropolitan Riveters,Kendall Cornine,Puck Recovery,38,29,,,,,,,
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,11:19,5,5,0,0,Metropolitan Riveters,Kendall Cornine,Dump In/Out,108,85,Lost,,,,,,
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,11:19,5,5,0,0,Metropolitan Riveters,Kendall Cornine,Zone Entry,108,85,Dumped,,,,Sydney Baldwin,,
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,11:18,5,5,0,0,Minnesota Whitecaps,Sydney Baldwin,Puck Recovery,77,2,,,,,,,
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,11:12,5,5,0,0,Minnesota Whitecaps,Sydney Baldwin,Incomplete Play,39,37,Direct,,,,Audra Richards,107,48
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,11:10,5,5,0,0,Metropolitan Riveters,Kiira Dosdall,Puck Recovery,81,36,,,,,,,
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,11:08,5,5,0,0,Metropolitan Riveters,Kiira Dosdall,Play,102,33,Indirect,,,,Kendall Cornine,146,4
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,11:07,5,5,0,0,Metropolitan Riveters,Kiira Dosdall,Zone Entry,125,8,Played,,,,Maddie Rowe,,
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,11:04,5,5,0,0,Minnesota Whitecaps,Maddie Rowe,Takeaway,26,80,,,,,,,
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,11:03,5,5,0,0,Minnesota Whitecaps,Maddie Rowe,Incomplete Play,24,80,Direct,,,,Audra Richards,65,63
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,11:01,5,5,0,0,Metropolitan Riveters,Sammy Kolowrat,Puck Recovery,107,58,,,,,,,
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,10:59,5,5,0,0,Metropolitan Riveters,Sammy Kolowrat,Zone Entry,125,82,Carried,,,,Sydney Baldwin,,
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,10:55,5,5,0,0,Metropolitan Riveters,Sammy Kolowrat,Play,194,58,Direct,,,,Kendall Cornine,179,55
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,10:51,5,5,0,0,Minnesota Whitecaps,Stephanie Anderson,Faceoff Win,31,20,Backhand,,,,Cailey Hutchison,,
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,10:50,5,5,0,0,Minnesota Whitecaps,Emma Stauber,Puck Recovery,20,17,,,,,,,
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,10:46,5,5,0,0,Minnesota Whitecaps,Emma Stauber,Play,24,59,Indirect,,,,Meghan Lorence,101,81
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,10:44,5,5,0,0,Minnesota Whitecaps,Meghan Lorence,Play,101,81,Indirect,,,,Haley Mack,122,83
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,10:42,5,5,0,0,Minnesota Whitecaps,Haley Mack,Zone Entry,125,83,Carried,,,,Kiira Dosdall,,
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,10:40,5,5,0,0,Minnesota Whitecaps,Haley Mack,Play,162,66,Direct,,,,Stephanie Anderson,174,38
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,10:39,5,5,0,0,Minnesota Whitecaps,Stephanie Anderson,Shot,174,38,Snapshot,On Net,f,t,,,
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,10:38,5,5,0,0,Metropolitan Riveters,Theresa Knutson,Puck Recovery,13,51,,,,,,,
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,10:37,5,5,0,0,Metropolitan Riveters,Theresa Knutson,Incomplete Play,5,45,Indirect,,,,Brooke Avery,28,3
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,10:34,5,5,0,0,Minnesota Whitecaps,Haley Mack,Puck Recovery,180,75,,,,,,,
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,10:33,5,5,0,0,Minnesota Whitecaps,Haley Mack,Play,169,70,Direct,,,,Meghan Lorence,137,47
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,10:32,5,5,0,0,Minnesota Whitecaps,Meghan Lorence,Shot,137,47,Slapshot,Blocked,t,t,,,
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,10:29,5,5,0,0,Metropolitan Riveters,Cailey Hutchison,Puck Recovery,5,63,,,,,,,
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,10:28,5,5,0,0,Metropolitan Riveters,Cailey Hutchison,Play,17,79,Indirect,,,,Theresa Knutson,54,84
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,10:26,5,5,0,0,Metropolitan Riveters,Theresa Knutson,Dump In/Out,60,84,Lost,,,,,,
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,10:23,5,5,0,0,Minnesota Whitecaps,Chelsey Brodt-Rosenthal,Puck Recovery,84,17,,,,,,,
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,10:23,5,5,0,0,Minnesota Whitecaps,Chelsey Brodt-Rosenthal,Play,84,17,Indirect,,,,Stephanie Anderson,110,3
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,10:20,5,5,0,0,Minnesota Whitecaps,Stephanie Anderson,Play,115,1,Direct,,,,Haley Mack,115,1
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,10:19,5,5,0,0,Metropolitan Riveters,Kiira Dosdall,Takeaway,80,83,,,,,,,
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,10:17,5,5,0,0,Metropolitan Riveters,Kiira Dosdall,Play,91,83,Direct,,,,Theresa Knutson,106,78
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,10:14,5,5,0,0,Metropolitan Riveters,Theresa Knutson,Zone Entry,126,71,Carried,,,,Chelsey Brodt-Rosenthal,,
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,10:12,5,5,0,0,Metropolitan Riveters,Theresa Knutson,Shot,158,53,Wristshot,Missed,t,f,,,
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,10:09,5,5,0,0,Metropolitan Riveters,Cailey Hutchison,Puck Recovery,181,4,,,,,,,
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,10:09,5,5,0,0,Metropolitan Riveters,Cailey Hutchison,Play,181,4,Indirect,,,,Theresa Knutson,104,3
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,10:06,5,5,0,0,Metropolitan Riveters,Theresa Knutson,Dump In/Out,104,3,Lost,,,,,,
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,10:03,5,5,0,0,Minnesota Whitecaps,Amanda Leveille,Puck Recovery,15,45,,,,,,,
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,10:02,5,5,0,0,Minnesota Whitecaps,Amanda Leveille,Play,14,50,Direct,,,,Emma Stauber,14,50
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,9:59,5,5,0,0,Minnesota Whitecaps,Emma Stauber,Incomplete Play,19,27,Indirect,,,,Jonna Curtis,117,6
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,9:58,5,5,0,0,Metropolitan Riveters,Leila Kilduff,Takeaway,96,83,,,,,,,
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,9:54,5,5,0,0,Metropolitan Riveters,Leila Kilduff,Zone Entry,125,78,Carried,,,,Emma Stauber,,
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,9:53,5,5,0,0,Metropolitan Riveters,Leila Kilduff,Play,138,71,Direct,,,,Kate Leary,139,77
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,9:51,5,5,0,0,Minnesota Whitecaps,Emma Stauber,Takeaway,38,26,,,,,,,
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,9:49,5,5,0,0,Minnesota Whitecaps,Emma Stauber,Play,52,30,Direct,,,,Allie Thunstrom,69,63
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,9:46,5,5,0,0,Minnesota Whitecaps,Allie Thunstrom,Zone Entry,124,75,Carried,,,,Rebecca Morse,,
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,9:45,5,5,0,0,Minnesota Whitecaps,Allie Thunstrom,Play,162,67,Direct,,,,Jonna Curtis,167,33
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,9:44,5,5,0,0,Minnesota Whitecaps,Jonna Curtis,Shot,176,36,Snapshot,On Net,f,f,,,
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,9:43,5,5,0,0,Metropolitan Riveters,Emily Janiga,Faceoff Win,31,65,Backhand,,,,Jonna Curtis,,
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,9:41,5,5,0,0,Metropolitan Riveters,Kiira Dosdall,Puck Recovery,17,78,,,,,,,
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,9:41,5,5,0,0,Metropolitan Riveters,Kiira Dosdall,Play,17,78,Indirect,,,,Sammy Kolowrat,3,41
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,9:38,5,5,0,0,Metropolitan Riveters,Sammy Kolowrat,Play,16,21,Indirect,,,,Madison Packer,83,28
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,9:34,5,5,0,0,Metropolitan Riveters,Madison Packer,Dump In/Out,94,5,Lost,,,,,,
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,9:34,5,5,0,0,Metropolitan Riveters,Madison Packer,Zone Entry,94,5,Dumped,,,,Maddie Rowe,,
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,9:33,5,5,0,0,Minnesota Whitecaps,Maddie Rowe,Puck Recovery,60,74,,,,,,,
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,9:32,5,5,0,0,Minnesota Whitecaps,Maddie Rowe,Play,36,71,Direct,,,,Sydney Baldwin,31,14
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,9:28,5,5,0,0,Minnesota Whitecaps,Sydney Baldwin,Incomplete Play,69,6,Indirect,,,,Jonna Curtis,120,2
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,9:27,5,5,0,0,Metropolitan Riveters,Emily Janiga,Takeaway,100,83,,,,,,,
2021/1/26,Metropolitan Riveters,Minnesota Whitecaps,3,9:26,5,5,0,0,Metropolitan Riveters,Emily Janiga,Incomplete Play,87,83,Indirect,,,,Madison Packer,110,79
